text_file,error,A01,A02,A03
./data/processed/exercises/CXY1_S_E14.txt,hice una (práctica) [pasantía],Substitution,Substitution,Substitution
./data/processed/exercises/CXY1_S_E15.txt,durante (mi vacación) [mis vacaciones] de verano,Number,Number,Number
./data/processed/exercises/CZY1_S_E01.txt,para (mi) [mí],Substitution,Substitution,Substitution
./data/processed/exercises/CZY1_S_E02.txt,(Chino) [China] / (Sydney) [Sídney],Substitution,Substitution,Substitution
./data/processed/exercises/CZY1_S_E03.txt,"(También, ) [Además, ]",Substitution,Substitution,Substitution
./data/processed/exercises/CZY1_S_E04.txt,antes de (nacir) [nacer] / (jugé) [jugué] / (vivé) [viví],Creation,Creation,Creation
./data/processed/exercises/CZY1_S_E05.txt,estudié chino (antes de nacer) [desde que nací],Government,Substitution,Government
./data/processed/exercises/CZY1_S_E06.txt,hasta [el] año 2010,Determination,Determination,Determination
./data/processed/exercises/CZY1_S_E07.txt,gané (un medal) [una medalla] en 2019,Creation,Creation,Creation
./data/processed/exercises/CZY1_S_E08.txt,(emprezé) [empecé],Creation,Creation,Creation
./data/processed/exercises/CZY1_S_E09.txt,empecé [a] jugar,Government,Government,Government
./data/processed/exercises/CZY1_S_E10.txt,jugar [al] fútbol,Government,Government,Government
./data/processed/exercises/CZY1_S_E11.txt,(encontré) [conocí] a mis amigos,Substitution,Substitution,Substitution
./data/processed/exercises/CZY1_S_E12.txt,conocí [a] mis amigos,Government,Government,Government
./data/processed/exercises/CZY1_S_E13.txt,(mi familia y yo gustamos) [a mi familia y a mí nos gustó] la ciudad,Government,Government,Government
./data/processed/exercises/CZY1_S_E14.txt,(supe) [aprendí a] conducir en el verano de 2022,Substitution,Substitution,Substitution
./data/processed/exercises/CZY1_S_E15.txt,trabajé en una empresa por dos (mesas) [meses] / he vivido en Pamplona durante (una mesa) [un mes],Substitution,Substitution,Substitution
./data/processed/exercises/EPA1_C_E01.txt,estoy (escribiendole) [escribiéndole] / (ibamos) [íbamos] a vivir / (proxima) [próxima] / (dias) [días] / (todavia) [todavía] /  y (dijó) [dijo],Creation,Creation,Creation
./data/processed/exercises/EPA1_C_E02.txt,(al pasar dos semanas) [al cabo de dos semanas],Substitution,Substitution,Substitution
./data/processed/exercises/EPA1_C_E03.txt,de una manera fácil y sin (argumentos) [discusiones],Substitution,Substitution,Substitution
./data/processed/exercises/EPA1_C_E04.txt,la comida que yo estaba metiendo en la nevera (se) desaparecía,Pronoun,Pronoun,Pronoun
./data/processed/exercises/EPA1_C_E05.txt,le (pregunte) [pregunté] a mi compañera si había / a (mi) [mí] me pareció / explicarle (como) [cómo] lo resolví / no sabía (que) [qué] hacer,Substitution,Substitution,Substitution
./data/processed/exercises/EPA1_C_E06.txt,alguna posibilidad [de] que / la idea [de] que yo debería / sorprendida [de] que yo la hubiese llamado / aliviada [de] que pudiéramos,Government,Government,Government
./data/processed/exercises/EPA1_C_E07.txt,alguna posibilidad de que ella [se] estuviera comiendo mi comida / estaba ella (comiendo) [comiéndose] mi almuerzo,Pronoun,Pronoun,Pronoun
./data/processed/exercises/EPA1_C_E08.txt,[a] la mañana siguiente fui a recoger mi comida,Government,Government,Government
./data/processed/exercises/EPA1_C_E09.txt,estaba (tan) [muy] frustrada y confundida porque la única,Substitution,Substitution,Substitution
./data/processed/exercises/EPA1_C_E10.txt,entonces llamé a (nuestra House Manager) [la encargada de nuestro piso],Creation,Creation,Creation
./data/processed/exercises/EPA1_C_E11.txt,si seguía haciendo eso la iban a (cambiar de) [echar del] piso,Substitution,Substitution,Substitution
./data/processed/exercises/EPA1_C_E12.txt,y (paró de comer) [dejó de comerse] mi comida,Substitution,Substitution,Substitution
./data/processed/exercises/EPA1_C_E13.txt,"íbamos a cenar juntas una vez a la semana, (donde nos turnamos) [turnándonos]",Analysis,Substitution,Analysis
./data/processed/exercises/EPA1_C_E14.txt,(tomando turnos cocinando) [turnándonos para cocinar],Substitution,Substitution,Analysis
./data/processed/exercises/EPA1_C_E15.txt,"entonces, la (próxima) [siguiente] vez que vino a limpiar / la (próxima) [siguiente] vez que cociné",Substitution,Substitution,Substitution
./data/processed/exercises/ERA1_C_E01.txt,Ojalá este semestre [te] esté yendo bien (contigo),Pronoun,Pronoun,Pronoun
./data/processed/exercises/ERA1_C_E02.txt,(ultimo) [último] año / (paso) [pasó] / (mas) [más],Substitution,Substitution,Substitution
./data/processed/exercises/ERA1_C_E03.txt,(este) [esta] carta / (nuestro) [nuestra] experiencia,Gender,Gender,Gender
./data/processed/exercises/ERA1_C_E04.txt,(pasó) [surgió] un conflicto / (tengas) [mantengas] un tono conciliador,Substitution,Substitution,Substitution
./data/processed/exercises/ERA1_C_E05.txt,todas (de) nosotras,Excess word,Excess word,Government
./data/processed/exercises/ERA1_C_E06.txt,la misma Universidad (en) [de] los Estados Unidos,Government,Government,Government
./data/processed/exercises/ERA1_C_E07.txt,es esencial para el proceso de mediación que no [haya faltas de respeto hacia] (falta del respeto a) nadie,Creation,Substitution,Creation
./data/processed/exercises/ERA1_C_E08.txt,(estabamos) [estábamos] / (queriamos) [queríamos] / (tambien) [también] / (economico) [económico] / (hótel) [hotel] / (facil) [fácil],Creation,Creation,Creation
./data/processed/exercises/ERA1_C_E09.txt,un tono (calmado) [conciliador],Substitution,Substitution,Substitution
./data/processed/exercises/ERA1_C_E10.txt,(quieremos) [queremos] / (barrato) [barato] / (necessaria) [necesaria] / (expectitivas) [expectativas] / (nosotoras) [nosotras] / (cádo) [caro],Creation,Creation,Creation
./data/processed/exercises/ERA1_C_E11.txt,insistíamos [en] que eso no sería / elegir (a) un AirBnb,Government,Government,Government
./data/processed/exercises/ERA1_C_E12.txt,durante los (fines de semanas) [fines de semana],Number,Number,Number
./data/processed/exercises/ERA1_C_E13.txt,fueron (algunos) momentos muy incómodos,Excess word,Excess word,Excess word
./data/processed/exercises/ERA1_C_E14.txt,(scolares) [académicos] / (essential) [esencial],Creation,Creation,Creation
./data/processed/exercises/ERA1_C_E15.txt,necesitábamos (encontrar algún lado común) [llegar a un punto medio],Substitution,Substitution,Substitution
./data/processed/exercises/BSC1_C_E01.txt,escribo para (informar) [informarle a] usted,Government,Government,Government
./data/processed/exercises/BSC1_C_E02.txt,la solución que (pensamos) [encontramos],Substitution,Substitution,Substitution
./data/processed/exercises/BSC1_C_E03.txt,que (nosotras) encontramos,Pronoun,Pronoun,Pronoun
./data/processed/exercises/BSC1_C_E04.txt,(maquinas) [máquinas] / (deberia) [debería] / (reuni) [reuní] / (proxima) [próxima] / (fué) [fue] / (aqui) [aquí],Creation,Creation,Creation
./data/processed/exercises/BSC1_C_E05.txt,puede (imaginar) [imaginarse],Pronoun,Pronoun,Pronoun
./data/processed/exercises/BSC1_C_E06.txt,puede imaginarse (el tamaño) [la magnitud] del desorden,Substitution,Substitution,Substitution
./data/processed/exercises/BSC1_C_E07.txt,la magnitud (de la confusión) [del desorden],Substitution,Substitution,Substitution
./data/processed/exercises/BSC1_C_E08.txt,(pusieron la culpa en) [le echaron la culpa a] las recién llegadas,Substitution,Substitution,Substitution
./data/processed/exercises/BSC1_C_E09.txt,después de esto (dejaron de se) [se dejaron de] hablar / cualquier cosa puede (se tornar) [tornarse] motivo de pelea,Order,Order,Order
./data/processed/exercises/BSC1_C_E10.txt,reuní [a] un grupo de chicas,Government,Government,Government
./data/processed/exercises/BSC1_C_E11.txt,la (próxima) [siguiente] chica que desee utilizarla,Substitution,Substitution,Substitution
./data/processed/exercises/BSC1_C_E12.txt,las etiquetas (para identificación) [identificativas],Analysis,Analysis,Analysis
./data/processed/exercises/BSC1_C_E13.txt,en la (gráfica) [imprenta] del barrio,Substitution,Substitution,Substitution
./data/processed/exercises/BSC1_C_E14.txt,se (quedaron) [sintieron] ofendidas,Substitution,Substitution,Substitution
./data/processed/exercises/BSC1_C_E15.txt,(sentisen) [sintiesen] / (dejaram) [dejaron] / (quedaram) [quedaron] / (exames) [exámenes],Creation,Creation,Creation
./data/processed/exercises/IDE1_C_E01.txt,espero que todo vaya bien (con usted),Excess word,Excess word,Excess word
./data/processed/exercises/IDE1_C_E02.txt,(esta) [está] / (mas) [más] / (mi) [mí],Substitution,Substitution,Substitution
./data/processed/exercises/IDE1_C_E03.txt,(contracto) [contrato],Substitution,Substitution,Substitution
./data/processed/exercises/IDE1_C_E04.txt,con [otras] tres (otras) personas,Order,Order,Order
./data/processed/exercises/IDE1_C_E05.txt,con otras tres (niños) [personas],Substitution,Substitution,Substitution
./data/processed/exercises/IDE1_C_E06.txt,(simpaticos) [simpáticos] / (unico) [único] / (dia) [día] / (domesticas) [domésticas] / (aqui) [aquí],Creation,Creation,Creation
./data/processed/exercises/IDE1_C_E07.txt,(frego) [friego],Creation,Creation,Creation
./data/processed/exercises/IDE1_C_E08.txt,las clases son muy (intensivas) [intensas] aquí en la Universidad de Navarra,Substitution,Substitution,Substitution
./data/processed/exercises/IDE1_C_E09.txt,tengo muchos deberes y proyectos (para) [que] entregar,Government,Government,Government
./data/processed/exercises/IDE1_C_E10.txt,la gente que vive allí (debe) [deben] mantener el piso en buenas condiciones,Number,Number,Number
./data/processed/exercises/IDE1_C_E11.txt,limpiar (detrás de) [lo que ensucian] mis compañeros / mantener el piso en (una buena condición) [buenas condiciones],Substitution,Substitution,Substitution
./data/processed/exercises/IDE1_C_E12.txt,solo quiero ser responsable (para) [de] mí misma,Government,Government,Government
./data/processed/exercises/IDE1_C_E13.txt,(consequencias) [consecuencias],Creation,Creation,Creation
./data/processed/exercises/IDE1_C_E14.txt,si hay consecuencias (de no hacer nada de ayuda) [por no ser de utilidad] en el apartamento,Analysis,Analysis,Substitution
./data/processed/exercises/IDE1_C_E15.txt,la que (hace cada cosa) [se encarga de todo] en este apartamento,Substitution,Substitution,Substitution
./data/processed/exercises/CAJ1_C_E01.txt,un conflicto que (yo) solucioné,Pronoun,Pronoun,Pronoun
./data/processed/exercises/CAJ1_C_E02.txt,(habia) [había] / (jabon) [jabón] / (facil) [fácil],Creation,Creation,Creation
./data/processed/exercises/CAJ1_C_E03.txt,que todo [el] mundo usaba / (todos entre) [todo el mundo en] el apartamento / todos [los] que viven en el apartamento,Pronoun,Pronoun,Pronoun
./data/processed/exercises/CAJ1_C_E04.txt,se (pusieron enfadados) [enfadaron] / les pedí que (tomaran un voto) [votaran],Analysis,Analysis,Analysis
./data/processed/exercises/CAJ1_C_E05.txt,(escuchamos la) [dimos] voz a todos,Substitution,Substitution,Substitution
./data/processed/exercises/CAJ1_C_E06.txt,las personas (enfadados) [enfadadas],Gender,Gender,Gender
./data/processed/exercises/CAJ1_C_E07.txt,(mas) [más] / (como) [cómo] / (tenia) [tenía] / (cuanto) [cuánto],Substitution,Substitution,Substitution
./data/processed/exercises/CAJ1_C_E08.txt,"cuando (nos pusimos de acuerdo del tiempo) [acordamos una hora], nos encontramos en la cocina",Substitution,Substitution,Substitution
./data/processed/exercises/CAJ1_C_E09.txt,compraban (cosas para limpiar) [productos de limpieza] / (cosas de comer) [comida],Analysis,Analysis,Analysis
./data/processed/exercises/CAJ1_C_E10.txt,(en una) [de] manera,Government,Government,Government
./data/processed/exercises/CAJ1_C_E11.txt,se dieron cuenta [de] que / se va [a] comprar / sus opiniones (en) [sobre] cómo resolver el conflicto,Government,Government,Government
./data/processed/exercises/CAJ1_C_E12.txt,(unas) [algunas] cosas,Substitution,Substitution,Substitution
./data/processed/exercises/CAJ1_C_E13.txt,se tienen que comprar (más frecuente) [con mayor frecuencia],Substitution,Substitution,Synthesis
./data/processed/exercises/CAJ1_C_E14.txt,escoger un (tiempo) [momento] para hablar,Substitution,Substitution,Substitution
./data/processed/exercises/CAJ1_C_E15.txt,(occurió) [ocurrió] / (escojer) [escoger] / jabón de (loca) [loza] / (felic) [feliz] / (frequentemente) [frecuentemente] / (dicución) [discusión],Creation,Creation,Creation
./data/processed/exercises/IMM1_C_E01.txt,estoy aquí desde [hace] dos meses,Ellipsis,Ellipsis,Ellipsis
./data/processed/exercises/IMM1_C_E02.txt,y afortunadamente (yo) he conseguido / por qué (ellas) estaban tan enfadadas,Pronoun,Pronoun,Pronoun
./data/processed/exercises/IMM1_C_E03.txt,(queriamos) [queríamos] / (dia) [día] / (seguia) [seguía] / (proposito) [propósito],Creation,Creation,Creation
./data/processed/exercises/IMM1_C_E04.txt,(encontré delante de la clase a Amaia y Ana que se estaban peleando) [vi que Amaia y Ana se estaban peleando delante de la clase],Substitution,Substitution,Substitution
./data/processed/exercises/IMM1_C_E05.txt,les pregunté lo que estaba pasando y (porque) [por qué] estaban tan enfadadas,Substitution,Substitution,Substitution
./data/processed/exercises/IMM1_C_E06.txt,por qué estaban tan enfadadas (la una con la otra),Excess word,Excess word,Excess word
./data/processed/exercises/IMM1_C_E07.txt,no quería (recibir una) [sacar] mala nota,Substitution,Substitution,Substitution
./data/processed/exercises/IMM1_C_E08.txt,entender [a] ambas partes de la situación,Government,Government,Government
./data/processed/exercises/IMM1_C_E09.txt,y les pusiera (una nota) [un cero] a las dos,Substitution,Substitution,Substitution
./data/processed/exercises/IMM1_C_E10.txt,hablé antes con las dos juntas y después (sola) [solo] con Amaia,Substitution,Substitution,Substitution
./data/processed/exercises/IMM1_C_E11.txt,discutimos (sobre) algunos detalles,Government,Government,Government
./data/processed/exercises/IMM1_C_E12.txt,"y que, (para mí) [en mi opinión], usted tenía que saber",Government,Substitution,Substitution
./data/processed/exercises/IMM1_C_E13.txt,"he conseguido conocer a muchas personas (y) [, entre ellas] estudiantes[,] de Pamplona",Specification,Specification,Ellipsis
./data/processed/exercises/IMM1_C_E14.txt,"(mientras estaba yendo a clase) [al llegar a la universidad, ] vi que Amaia y Ana se estaban peleando delante de la clase",Substitution,Substitution,Substitution
./data/processed/exercises/IMM1_C_E15.txt,para (mi) [mí],Substitution,Substitution,Substitution
./data/processed/exercises/RMD1_C_E01.txt,(se crean) [surgen] conflictos,Substitution,Substitution,Substitution
./data/processed/exercises/RMD1_C_E02.txt,(aveces) [a veces] / (estube) [estuve] / (seguiente) [siguiente] / (ocurió) [ocurrió],Creation,Creation,Creation
./data/processed/exercises/RMD1_C_E03.txt,a veces hay (pocas copias) [pocos ejemplares],Substitution,Substitution,Substitution
./data/processed/exercises/RMD1_C_E04.txt,a causa de esta falta de libros en línea (surgir un conflicto) [surgen conflictos] entre los estudiantes,Substitution,Substitution,Substitution
./data/processed/exercises/RMD1_C_E05.txt,(el siguiente) [lo que sigue] es,Substitution,Substitution,Determination
./data/processed/exercises/RMD1_C_E06.txt,por (respecto) [respeto] a su dignidad,Substitution,Substitution,Substitution
./data/processed/exercises/RMD1_C_E07.txt,los bibliotecarios decían que habia (sola) [solo] un ejemplar,Substitution,Substitution,Substitution
./data/processed/exercises/RMD1_C_E08.txt,que en (el) [ese] momento estaba fuera de la biblioteca,Substitution,Substitution,Substitution
./data/processed/exercises/RMD1_C_E09.txt,(unos) [algunos] de nosotros,Substitution,Substitution,Substitution
./data/processed/exercises/RMD1_C_E10.txt,(en) [para] mi sorpresa / limita el acceso en línea (de) [a] su libro / un día el profesor había dicho [de] utilizar su libro / la atención que usted ha puesto (para) [en] leer esta carta,Government,Government,Government
./data/processed/exercises/RMD1_C_E11.txt,(el) [él] no tenía,Substitution,Substitution,Substitution
./data/processed/exercises/RMD1_C_E12.txt,(esiendo) [siendo] que yo soy uno de los delegados,Creation,Creation,Creation
./data/processed/exercises/RMD1_C_E13.txt,para ir a (hablar con) [pedirle a] el profesor si podría,Substitution,Substitution,Substitution
./data/processed/exercises/RMD1_C_E14.txt,una (carta de verificación) [autorización],Analysis,Analysis,Analysis
./data/processed/exercises/RMD1_C_E15.txt,(eclesiastica) [eclesiástica] / (linea) [línea] / (dia) [día] / (habia) [había] / (despues) [después] / (pregunte) [pregunté],Creation,Creation,Creation
./data/processed/exercises/ABA1_C_E01.txt,pero ella (digo) [dijo],Substitution,Substitution,Substitution
./data/processed/exercises/ABA1_C_E02.txt,hemos podido solucionar (al) [el] problema,Government,Government,Government
./data/processed/exercises/ABA1_C_E03.txt,iba a (darnos) [ponernos] un cero,Substitution,Substitution,Substitution
./data/processed/exercises/ABA1_C_E04.txt,el (próximo) [siguiente] día de clase,Substitution,Substitution,Substitution
./data/processed/exercises/ABA1_C_E05.txt,(proximo) [próximo] / (dia) [día] / (despues) [después] / (ocurrio) [ocurrió],Creation,Creation,Creation
./data/processed/exercises/ABA1_C_E06.txt,su (telefona) [teléfono] estaba roto,Creation,Creation,Creation
./data/processed/exercises/ABA1_C_E07.txt,dos (horais) [horas] antes del vencimiento del proyecto,Creation,Creation,Creation
./data/processed/exercises/ABA1_C_E08.txt,(submitir) [entregar] el proyecto,Creation,Creation,Creation
./data/processed/exercises/ABA1_C_E09.txt,(tenia) [tenía] / (el) [él] debía / (esta) [está],Substitution,Substitution,Substitution
./data/processed/exercises/ABA1_C_E10.txt,cada persona (en) [de] mi grupo / estaba (en) [a] cargo de algo,Government,Government,Government
./data/processed/exercises/ABA1_C_E11.txt,un proyecto en grupo que valía [el] 55% de la nota final,Determination,Determination,Determination
./data/processed/exercises/ABA1_C_E12.txt,un proyecto en grupo que (era) [valía] el 55% de la nota final,Substitution,Substitution,Substitution
./data/processed/exercises/ABA1_C_E13.txt,la profesora nos había (dado) [asignado] un proyecto en grupo,Substitution,Substitution,Substitution
./data/processed/exercises/ABA1_C_E14.txt,(occurió) [ocurrió] / (fonciona) [funciona] / (residence) [residencia],Creation,Creation,Creation
./data/processed/exercises/ABA1_C_E15.txt,y (soy) [estoy] en la clase de español,Substitution,Substitution,Substitution
./data/processed/exercises/LSR1_C_E01.txt,es una falta de respeto (de) [a] los estudiantes,Government,Government,Government
./data/processed/exercises/LSR1_C_E02.txt,(lo que no es el caso para) [a diferencia de] la residencia,Substitution,Substitution,Substitution
./data/processed/exercises/LSR1_C_E03.txt,mi dinero [de] el primer mes,Government,Government,Government
./data/processed/exercises/LSR1_C_E04.txt,(cama) [habitación],Substitution,Substitution,Substitution
./data/processed/exercises/LSR1_C_E05.txt,por los (daños) [inconvenientes],Substitution,Substitution,Substitution
./data/processed/exercises/LSR1_C_E06.txt,un precio (bajo del) [inferior al] precio original,Substitution,Substitution,Substitution
./data/processed/exercises/LSR1_C_E07.txt,podía (pedir pagar un precio inferior a) [solicitar un descuento sobre] el precio original,Substitution,Substitution,Substitution
./data/processed/exercises/LSR1_C_E08.txt,tenía miedo [de] que,Government,Government,Government
./data/processed/exercises/LSR1_C_E09.txt,en (el sitio de internet) [la página web],Substitution,Substitution,Substitution
./data/processed/exercises/LSR1_C_E10.txt,[en mi habitación no había] ninguna de esas cosas (estaba presente en la habitación),Substitution,Substitution,Order
./data/processed/exercises/LSR1_C_E11.txt,ninguna de esas cosas (estaban) [estaba] presente,Number,Number,Number
./data/processed/exercises/LSR1_C_E12.txt,(acquí) [aquí],Creation,Creation,Creation
./data/processed/exercises/LSR1_C_E13.txt,(tuvé) [tuve] / (residencía) [residencia] / (principió) [principio] / (habia) [había] / (sitió) [sitio] / (télevisión) [televisión] / (llegue) [llegué],Creation,Creation,Creation
./data/processed/exercises/LSR1_C_E14.txt,me (paso) [pasó] / explico) [explicó] / (acepto) [aceptó],Substitution,Substitution,Substitution
./data/processed/exercises/LSR1_C_E15.txt,(estudionte) [estudiante],Creation,Creation,Creation
./data/processed/exercises/BNS1_C_E01.txt,emparejan a compañeras de piso (entre personas parecidas) [con perfiles similares],Substitution,Substitution,Substitution
./data/processed/exercises/BNS1_C_E02.txt,(estáva) [estaba] bien,Creation,Creation,Creation
./data/processed/exercises/BNS1_C_E03.txt,(páis) [país] / (calido) [cálido] / (despues) [después] / (reclamaciónes) [reclamaciones],Creation,Creation,Creation
./data/processed/exercises/BNS1_C_E04.txt,(ya que) [como] viene de un país cálido,Substitution,Substitution,Substitution
./data/processed/exercises/BNS1_C_E05.txt,(ella) viene de un país cálido / (ella) tiene la costumbre de ducharse / (ella) tuvo una discusión,Pronoun,Pronoun,Pronoun
./data/processed/exercises/BNS1_C_E06.txt,una por la mañana y (una) [otra] por la noche,Pronoun,Substitution,Pronoun
./data/processed/exercises/BNS1_C_E07.txt,en (esta manera) [este sentido] no somos iguales,Substitution,Substitution,Substitution
./data/processed/exercises/BNS1_C_E08.txt,ninguna consideración (de) [por] su parte / tengan más cuidado (sobre) [con] las normas culturales,Government,Government,Government
./data/processed/exercises/BNS1_C_E09.txt,mi recomendación es que tengan (mas) [más] cuidado,Substitution,Substitution,Substitution
./data/processed/exercises/BNS1_C_E10.txt,"en (este) [ese] momento, yo pensaba que",Substitution,Substitution,Substitution
./data/processed/exercises/BNS1_C_E11.txt,"Carla, (como un modo de) [para] vengarse de mis quejas",Analysis,Analysis,Analysis
./data/processed/exercises/BNS1_C_E12.txt,vengarse de mis (reclamaciones) [quejas],Substitution,Substitution,Substitution
./data/processed/exercises/BNS1_C_E13.txt,(voy a tener mi dinero de vuelta) [me van a devolver mi dinero],Substitution,Substitution,Substitution
./data/processed/exercises/BNS1_C_E14.txt,"en (lo) [el] peor caso, ¿puedo cambiar de compañera?",Determination,Determination,Determination
./data/processed/exercises/BNS1_C_E15.txt,de que (hacen parejas de) [emparejan a] compañeras de piso,Analysis,Analysis,Analysis
./data/processed/exercises/RRT1_C_E01.txt,entre una familia (nativa) [local] y algunos estudiantes de intercambio,Substitution,Substitution,Substitution
./data/processed/exercises/RRT1_C_E02.txt,a sus universidades no les importan sus notas (mientras que) [mientras] estudien aquí,Substitution,Substitution,Substitution
./data/processed/exercises/RRT1_C_E03.txt,"por eso, han (realizado) [montado] muchas fiestas",Substitution,Substitution,Substitution
./data/processed/exercises/RRT1_C_E04.txt,(casí) [casi] cada noche / (múcho) [mucho] ruido / (instantaneamente) [instantáneamente],Creation,Creation,Creation
./data/processed/exercises/RRT1_C_E05.txt,pero el (jefe de los pisos) [administrador del edificio] no ha ofrecido,Substitution,Substitution,Substitution
./data/processed/exercises/RRT1_C_E06.txt,no (estoy tan cercano) [vivo tan cerca] de los estudiantes,Substitution,Substitution,Substitution
./data/processed/exercises/RRT1_C_E07.txt,no me (dieron) [di] cuenta hasta la semana pasada,Number,Substitution,Substitution
./data/processed/exercises/RRT1_C_E08.txt,no les (importa) [molesta] una fiesta de vez en cuando,Substitution,Substitution,Substitution
./data/processed/exercises/RRT1_C_E09.txt,no saben que los (vecino) [vecinos] se han quejado,Number,Number,Number
./data/processed/exercises/RRT1_C_E10.txt,[me] dirijo a usted porque,Pronoun,Pronoun,Pronoun
./data/processed/exercises/RRT1_C_E11.txt,"(a corto plazo) [en un primer momento], llamé a la policía, pero eso solo funcionó a corto plazo",Substitution,Substitution,Substitution
./data/processed/exercises/RRT1_C_E12.txt,ofreciera más clubes y oportunidades (de) [para] integrarse,Government,Government,Government
./data/processed/exercises/RRT1_C_E13.txt,no podían integrarse (con) [en] la cultura,Government,Government,Government
./data/processed/exercises/RRT1_C_E14.txt,y casi instantáneamente (había cada vez menos) [se redujeron las] fiestas,Analysis,Analysis,Analysis
./data/processed/exercises/RRT1_C_E15.txt,ofrecerle consejo (con) [sobre] un conflicto,Government,Government,Government
./data/processed/exercises/CTV1_C_E01.txt,(dias) [días] / (caféteria) [cafetería] / (despues) [después] / (preferian) [preferían] / (resolucion) [resolución],Creation,Creation,Creation
./data/processed/exercises/CTV1_C_E02.txt,estudiante de Erasmus (en) [de] tercer año,Government,Government,Government
./data/processed/exercises/CTV1_C_E03.txt,forma parte (de el) [del] grupo,Analysis,Analysis,Analysis
./data/processed/exercises/CTV1_C_E04.txt,"(tristemente) [lamentablemente], en menos de una semana",Substitution,Substitution,Substitution
./data/processed/exercises/CTV1_C_E05.txt,el problema (se trata de) [consiste en],Substitution,Substitution,Substitution
./data/processed/exercises/CTV1_C_E06.txt,(empéso) [empezó] / (empíoro) [empeoró] / (associacion) [asociación] / (dijieron) [dijeron] / (demonstró) [demostró],Creation,Creation,Creation
./data/processed/exercises/CTV1_C_E07.txt,la cantidad de horas que estaban trabajando (se) había aumentado / el problema ya (se) había mejorado,Pronoun,Pronoun,Pronoun
./data/processed/exercises/CTV1_C_E08.txt,no tenían ganas de ir a la cafetería (o) [ni] a las áreas comunes,Substitution,Substitution,Substitution
./data/processed/exercises/CTV1_C_E09.txt,a la cafetería ni a (los espacios libres) [las áreas comunes],Substitution,Substitution,Substitution
./data/processed/exercises/CTV1_C_E10.txt,preferían (no comer) [saltarse la comida],Synthesis,Synthesis,Synthesis
./data/processed/exercises/CTV1_C_E11.txt,o (perder) [faltar a] clase,Substitution,Substitution,Substitution
./data/processed/exercises/CTV1_C_E12.txt,para encontrar una (resolución) [solución],Substitution,Substitution,Substitution
./data/processed/exercises/CTV1_C_E13.txt,(en todas partes de) [por toda] la cafetería,Analysis,Analysis,Analysis
./data/processed/exercises/CTV1_C_E14.txt,estos letreros (leían) [decían],Substitution,Substitution,Substitution
./data/processed/exercises/CTV1_C_E15.txt,"(a la misma vez) [al mismo tiempo], una persona del equipo",Substitution,Substitution,Substitution
./data/processed/exercises/RWA1_D_E01.txt,(sino) [si no] recibo nada voy a tomar acciones legales,Substitution,Substitution,Substitution
./data/processed/exercises/RWA1_D_E02.txt,fui a recoger mi maleta solo para (realizar) [descubrir] que alguien me la había robado,Substitution,Substitution,Substitution
./data/processed/exercises/RWA1_D_E03.txt,estaba listo el vuelo y (nos) podíamos abordar el avión / la situación (se) empeoró,Pronoun,Pronoun,Pronoun
./data/processed/exercises/RWA1_D_E04.txt,cuando la gente está pagando una fortuna (para) [por] este servicio,Government,Government,Government
./data/processed/exercises/RWA1_D_E05.txt,la gente se estaba poniendo muy (molestos) [molesta] con la recepción,Number,Number,Number
./data/processed/exercises/RWA1_D_E06.txt,después de haber esperado 3 horas y (medio) [media] / fui a recoger mi maleta solo para descubrir que alguien me (lo) [la] había robado,Gender,Gender,Gender
./data/processed/exercises/RWA1_D_E07.txt,"normalmente, no me (cejaría) [quejaría] de esto",Substitution,Substitution,Substitution
./data/processed/exercises/RWA1_D_E08.txt,ni siquiera tuvo la decencia de explicarme (porque) [por qué] había sucedido,Substitution,Substitution,Substitution
./data/processed/exercises/RWA1_D_E09.txt,no estaba (en ninguna forma para) [en condiciones de] ser muy paciente con él,Analysis,Analysis,Analysis
./data/processed/exercises/RWA1_D_E10.txt,intenté (a) averiguar,Government,Government,Government
./data/processed/exercises/RWA1_D_E11.txt,cuando (intente) [intenté] / me (trato) [trató] / (empeoro) [empeoró] / me (toco) [tocó] / (si) [sí] / (remplazaran) [remplazarán],Substitution,Substitution,Substitution
./data/processed/exercises/RWA1_D_E12.txt,"(primero que todo) [antes que nada] / (tal cual) [así pues], si ustedes tienen / (a) [para] mi sorpresa",Substitution,Substitution,Substitution
./data/processed/exercises/RWA1_D_E13.txt,(aureolina) [aerolínea],Creation,Creation,Creation
./data/processed/exercises/RWA1_D_E14.txt,"me dirijo a usted para expresar mi insatisfacción con (tu) [su] aerolínea / si ustedes tienen algún tipo de oferta para resolver esta situación, por favor, (contáctame) [contáctenme]",Substitution,Substitution,Substitution
./data/processed/exercises/RWA1_D_E15.txt,me (dirigió) [dirijo] a usted,Substitution,Substitution,Substitution
./data/processed/exercises/RSA1_D_E01.txt,"(También, ) [Además, ]",Substitution,Substitution,Substitution
./data/processed/exercises/RSA1_D_E02.txt,en mis (ensayos) [redacciones],Substitution,Substitution,Substitution
./data/processed/exercises/RSA1_D_E03.txt,cerca (a) [de] Escocia,Government,Government,Government
./data/processed/exercises/RSA1_D_E04.txt,prioriza las buenas notas (a pesar de) [a costa de] la salud mental de los estudiantes,Government,Government,Substitution
./data/processed/exercises/RSA1_D_E05.txt,aunque (yo) sé que es parte del proceso de aprendizaje,Pronoun,Pronoun,Pronoun
